epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.31579,2.85761,4.19529,2.67491,0,0,0,0,3.97586,4.63573,3.75102,2e-05,2e-05,2e-05
2,4.45115,2.73737,4.13539,2.68866,0.0025,0.75,0.00735,0.00074,3.6581,4.85612,3.38707,5.8812e-05,5.8812e-05,5.8812e-05
3,6.6705,2.29324,3.66017,2.20821,0.0025,0.75,0.00545,0.00096,3.1902,4.38961,3.05277,9.604e-05,9.604e-05,9.604e-05
4,8.92098,2.51438,3.72929,2.36784,0.0025,0.75,0.01817,0.0039,2.39547,4.73052,2.66246,0.000131684,0.000131684,0.000131684
5,11.1402,2.22443,3.77562,2.09171,0.0025,0.75,0.04219,0.00847,2.0492,4.79246,2.52266,0.000165744,0.000165744,0.000165744
6,13.2822,2.38685,3.48409,2.06115,0.0025,0.75,0.07973,0.02783,2.17928,4.29653,2.32982,0.00019822,0.00019822,0.00019822
7,15.422,1.92027,3.39202,1.88486,0.0025,0.75,0.23187,0.11899,1.92729,3.95886,1.87669,0.000229112,0.000229112,0.000229112
8,17.6032,2.28904,3.45263,1.98041,0.0025,0.75,0.2605,0.12322,1.95622,4.37575,1.85438,0.00025842,0.00025842,0.00025842
9,19.8537,1.61224,3.10621,1.5591,0.0025,0.75,0.30519,0.1346,2.06206,3.91711,1.88777,0.000286144,0.000286144,0.000286144
10,22.0325,2.05571,3.16286,1.8352,0.0025,0.75,0.55875,0.16238,2.34633,3.79484,2.11479,0.000312284,0.000312284,0.000312284
11,24.1891,1.67212,2.89872,1.62279,0.0025,0.75,0.23167,0.05078,2.9696,4.10775,2.55655,0.00033684,0.00033684,0.00033684
12,26.327,1.9751,3.05883,1.78085,0.0025,0.75,0.23167,0.05078,2.9696,4.10775,2.55655,0.000359812,0.000359812,0.000359812
13,28.5021,1.76781,2.7161,1.57728,0.0025,0.75,0.20667,0.04271,3.0762,4.07798,2.62201,0.0003812,0.0003812,0.0003812
14,30.7301,1.88098,2.9306,1.74402,0.0025,0.75,0.2475,0.0415,2.35914,4.11304,2.20266,0.000401004,0.000401004,0.000401004
15,32.8645,1.84077,2.70389,1.67412,0.0025,0.75,0.2475,0.0415,2.35914,4.11304,2.20266,0.000419224,0.000419224,0.000419224
16,35.0062,1.60562,2.8961,1.58112,0.0025,0.75,0.24833,0.0907,2.2012,3.74344,1.96494,0.00043586,0.00043586,0.00043586
17,37.0817,1.87255,2.8286,1.73562,0.0025,0.75,0.20318,0.07736,2.09952,3.66988,1.81337,0.000450912,0.000450912,0.000450912
18,39.1407,1.90081,2.78962,1.65469,0.0025,0.75,0.20318,0.07736,2.09952,3.66988,1.81337,0.00046438,0.00046438,0.00046438
19,41.2466,1.78263,2.78877,1.68789,0.0025,0.75,0.20393,0.07015,2.30053,4.1382,1.92569,0.000476264,0.000476264,0.000476264
20,43.4092,1.75211,2.70704,1.59257,0.0025,0.75,0.20393,0.07015,2.30053,4.1382,1.92569,0.000486564,0.000486564,0.000486564
21,45.5837,1.81073,2.69369,1.53974,0.0025,0.75,0.35464,0.12598,1.97861,3.72578,1.74888,0.00049528,0.00049528,0.00049528
